Descrição,Quantidade,Preço Unit. (R$)
ASCORVIT-C 1000MG 60CPS,5,27.85
ASEPXIA GEL SECATIVO 15G,5,15.24
ASEPXIA SAB CARVAO DETOX 150ML,2,17.46
ASEPXIA SAB LIMP PROFUNDA 150ML,2,17.46
ASEPXIA SAB.ESF DETOX CARVÃO 120G,2,15.23
ASEPXIA SAB.LIMPEZA DETOX CARVÃO 80G,6,9.67
ASEPXIA SAB.LIMPEZA P.ADSTRINGENTE 80,6,7.5
ASEPXIA SAB.LIMPEZA P.ENXOFRE 80G,4,7.87
ASEPXIA SAB.LIMPEZA P.ESFOLIANTE 80G,2,7.3
ASEPXIA SAB.LIMPEZA P.FORTE 80G,5,7.3
ASEPXIA SAB.LIMPEZA P.NEUTRO 80G,4,6.9
ASEPXIA SAB.LIMPEZA PROFUNDA 300ML,2,27.53
ASMOFEN 120ML TEUTO,2,17.54
ASPA RETOQUE DE RAIZES 60ML CAST ESCU,2,26.49
ASPA RETOQUE DE RAIZES 60ML CAST MEDI,2,26.49
ASPIRADOR NASAL DE SUCCAO VILA TOY,1,18.99
ASPIRADOR NASAL INFANTIL SIL AC50020,3,28.12
ASPIRINA AD EV 10CP,8,6.95
ASPIRINA C EFERV EV 1X2CP,24,5.78
ASPIRINA PREVENT 100MG 30CP,5,19.6
ASSEPTCARE 1% SPRAY 50ML NEO QUIMICA,8,16.72
ASSERT 100MG 30CP *,1,113.86
ASSERT 50MG 30CP *,1,81.78
ASTRO 1500MG SUSP.+SERINGA,1,43.96
ASTRO 500MG 3CP,2,19.6
ASTRO 500MG 5CP,1,32.66
ASTRO 600MG SS 9ML,2,30.87
ASTRO 900MG SS,2,43.96
AT.DE CACHOS NATU HAIR 1KG CACHOS INT,2,12.99
AT.DE CACHOS NATU HAIR 300ML RECONSTR,1,12.99
ATACAND 8MG 30CP,2,95.79
"ATACAND HCT 8/12,5MG 30CP",1,96.16
ATAD.CREPOM CREMER 10CM,57,3.0
ATAD.CREPOM CREMER 12CM,50,3.57
ATAD.CREPOM CREMER 15CM,15,4.45
ATAD.CREPOM CREMER 20CM,4,6.35
ATAD.CREPOM CREMER 25CM,4,7.74
ATAD.CREPOM CREMER 6CM,22,1.4
ATAD.CREPOM CREMER 8CM,99,2.48
ATAK CLAV 400MG SS 70ML,3,23.73
ATAK CLAV 875+125 MG C/ 14 COMP,2,39.36
ATAK CLAV 875+125 MG C/ 20 COMP,1,52.31
"ATENOCLOR 50+12,5MG 30CP VITAMEDIC",3,6.8
ATENOLOL 25MG 30CP SANDOZ,78,12.41
ATENOLOL 50MG 30CP SANDOZ,70,14.2
"ATENSINA 0,150MG 30CP",5,7.38
ATENTAH 10MG C/30 CAPS C1*,2,25.0
ATENTAH 18MG C 30 CAPS C1*,1,46.77
ATENTAH 25MG C 30 CAPS C1*,2,64.98
ATENTAH 40MG C 30 CAPS C1*,2,106.13
ATIV CACHOS NATUHAIR SUP OLEOS 1KG,3,12.99
ATIVADOR SALON LINE 300ML BOMBA ORIGI,2,13.48
ATIVADOR SALON LINE 500ML CACHOS NUT,1,21.06
ATIVADOR SALON LINE 500ML CACHOS SOS,2,21.06
ATIVADOR SALON LINE OLEO DE COCO 1KG,1,29.99
ATIVADOR SALON LINE SOS KIDS DEFIN 30,3,15.59
ATORVASTATINA 10MG 30CP GERMED,1,14.45
ATORVASTATINA 10MG 30CP TEUTO MLT,2,54.34
ATORVASTATINA 20MG 30CP LEGRAND MLT,10,54.34
ATORVASTATINA 40MG 30CP GERMED,1,24.46
ATORVASTATINA 40MG 30CP LEGRAND ML,2,107.39
ATORVASTATINA 80MG 30CP GERMED,1,84.83
ATROPINA 1% COL 5ML,1,9.35
ATROVENT N AER 200DOSES 10ML,2,32.66
ATROVENT SL 20ML,4,24.11
ATROVERAN DIP 1G C/10COMP,1,7.05
ATROVERAN GT 20ML,1,19.23
ATROVERAN HOT ADESIVO C/1 SACHE,6,9.57
AUSTRALIAN GOLD FACIAL FPS70 40ML,5,30.41
AUSTRALIAN GOLD PROT.CORP AG FPS30 20,2,48.38
AUSTRALIAN GOLD PROT.GEL SOOTH ALOE 1,4,32.32
AUSTRALIAN GOLD PROT.SOLAR FPS60 COR,2,38.84
AUSTRALIAN GOLD PROT.SOLAR FPS60 COR,3,38.84
AUTO LANCETAS G-TECH II 28G 100UN,5,31.15
AUTO TESTE DE ANTIGENO COVID 19,12,19.9
"AVAMYS 27,5MG SPRAY 120DOSES",7,58.98
AVENE AGUA TERMAL SPRAY 300ML,1,80.0
AVENE CICALFATE CREME 20ML,2,25.89
AVENE CLEANANCE GEL 150ML,1,53.9
AVENE CLEANANCE GEL 300ML,4,76.49
AVENE CLEANANCE GEL 400G,1,89.63
Avene Cleanance Intense Gel 150gr+40g,1,54.57
AVENE CLEANANCE KIT LIMP.PROF 150+40G,1,53.9
AVENE CLEANANCE UV FPS70+CLEAN GEL 40,2,58.62
AVENE MAT PERF CLARA FPS70 40G,1,55.0
AVENE MAT PERF MED FPS70 40G,4,55.0
AVIDE 100 MG C/ 9 CAPS,1,43.67
AXETILCEFUROXIMA 250MG 10CP EUROFARMA,2,29.95
AXETILCEFUROXIMA 250MG 50ML RANBAXY,1,83.79
AXETILCEFUROXIMA 500MG 14CP,3,59.99
AXONIUM 10 MG 30CP*,1,91.86
"AXONIUM 2,5MG 30CP*",1,39.33
AXONIUM 5 MG 30CP*,1,80.49
AZELAN CR 30G,2,71.99
AZELAN GEL 30G,2,75.03
AZI 1000MG 1CP*,1,23.6
AZI 500MG 3CP*,1,28.25
AZI 600MG SS ORAL PO + DIL.*,1,19.29
"AZITROMICINA 1500MG 37,5ML PHARLAB",3,20.23
"AZITROMICINA 1500MG SUSP 37,5ML EUROF",2,78.5
AZITROMICINA 500MG 3CP,13,0.08
AZITROMICINA 500MG 5CP NEO QUIMICA,34,4.88
AZITROMICINA 600MG PO SUSP 15ML EUROF,2,38.27
AZITROMICINA 600MG PO SUSP 15ML NEO Q,2,38.26
"AZITROMICINA 900MG PO SUSP 22,5ML PRA",1,16.35
"AZITROPHAR 900MG 22,5ML PO",2,16.0
AZORGA COL 5ML,2,64.13
AZOX 20MG/ML 45 ML,1,23.41
AZOX 500 MG C/ 6 COMP,1,42.61
AZUKON MR 30MG 100CP,1,53.24
AZUKON MR 30MG 30CP,2,12.78
AZUKON MR 30MG 60CP,1,21.71
BACLOFEN 10 MG 60 CP,6,8.39
BACLOFEN 10MG 20CP TEUTO,3,16.06
BACLOFENO 10MG 20CP TEUTO,3,15.13
BACTRIM 20CP,1,21.2
BACTRIM F 10CP,3,20.8
BACTRIM F SS 100ML,1,46.62
BACTRIM SS 100ML,2,24.11
BACTROBAN POM 10G,5,45.07
BALA 7 BELO IOGURTE 90G,1,2.78
BALA 7 BELO RECH FRAMBOESA 90G,2,3.46
BALA BUT TOF 53% CACAU 90G,2,3.79
BALA BUT TOF CACAU 53% MENTA 90G,2,3.79
BALA BUT TOF CACAU 53% PISTACHE 90G,6,3.79
BALA BUT TOF CACAU 53% TRUFA 90G,1,3.79
BALA BUT TOF CAFE EXPRESSO 90G,5,3.89
"BALA DE GENGIBRE,MEL E PROP.ZIINZIIN",2,3.06
"BALA DE MENTA,MEL E GENGIBRE 45G",5,3.8
BALA MAST FRUTIBELO FRAMBOESA 100G,5,1.65
BALANCA DIGITAL G-TECH GLASS 10,1,83.9
BALAS DE GELATINA FINI 100G MINHOCAS,9,5.12
BALAS DE GELATINA FINI 100G MINHOCAS,7,4.8
BALAS DE GELATINA FINI 80G SORVETINHO,2,3.79
BALAS DE GELATINA FINI 90G ACIDO TB M,5,4.81
BALAS DE GELATINA FINI 90G BANANA,30,4.8
BALAS DE GELATINA FINI 90G BEIJOS,30,4.81
BALAS DE GELATINA FINI 90G DENTADURAS,20,5.13
BALAS DE GELATINA FINI CHICLE 80G MEL,23,5.1
BALAS DE GELATINA FINI CHICLE 80G SAL,9,4.39
BALAS DE GELATINA FINI MARSHMALLOW 80,7,5.12
BALAS DE GELATINA FINI REGALIZ 80G MO,12,5.11
BALAS DE GELATINA FINI TUBES 15G 3 CO,12,0.87
BALAS DE GELATINA FINI TUBES 15G MORA,13,0.87
BALAS DE GELATINA FINI TUBES 15G TUTT,16,0.87
BALAS DE GELATINA FINI TUBES 15G UVA/,24,0.95
BALAS DE GELATINA FINI TUBES 80G ARCO,8,5.79
BALAS DE GELATINA FINI TUBES 80G UVA,23,5.02
BALAS DE MASHMALLOW FINI TORCAO 60G,10,5.1
BALM BARB DR JONES SHAVING 100ML,3,22.76
BALM DISCIP SIAGE GLOW EXPERT 100ML,2,38.79
BALM VULT PROTETOR LABIAL MELANCIA,2,12.41
BALM VULT PROTETOR LABIAL MENTA,1,12.41
BALM VULT PROTETOR LABIAL SOLEIL VEGA,2,12.41
BALSAMO BENGUE GEL 20G,1,19.39
BALSAMO BENGUE PM 20G,2,13.55
BAMIFIX 300MG 20DR,2,25.31
BAND AID PEQUENOS FERIMENTOS 16UN,5,6.71
BAND AID TRANSPARENTE 10UN,15,5.99
BAND AID TRANSPARENTE 40UN,8,11.16
"BANDAGEM ELAST.CREMER 7,6CM X 4,5M",5,22.99
BARISTAR C/ 30 CAPS,1,61.22
BARRA DE CASTANHAS/AMENDOIM E FRUTAS,8,3.27
BARRA SUPLEM.WHEY 36G BROWNIE CHOCOLA,13,5.8
BARRA SUPLEM.WHEY 36G COCO,15,5.8
BARRA SUPLEM.WHEY 36G DOCE DE LEITE,17,5.8
BARRA SUPLEM.WHEY 36G MORANGO,10,5.8
"BART H 150MG+12,5MG 30CP",1,80.72
"BART H 300+12,5MG 30CP",1,121.52
BASAGLAR 100UI 5X3ML,1,237.0
BASAGLAR 100UI/ML KWIKPEN 5X3ML 5 CAN,1,246.47
BASE LIQ VULT MEGA 26ML V170,2,15.89
BASE LIQ VULT MEGA 26ML V180,1,15.89
BASE LIQ VULT MEGA 26ML V200,1,15.89
BASE LIQ VULT NANO HD 26ML V130,2,22.06
BASE LIQ VULT NANO HD 26ML V190,2,22.06
BASE LIQ VULT NANO HD 26ML V230,2,22.06
BASE LIQUIDA MEDIA COBERTURA COR/1 30,1,6.9
BASE LIQUIDA MEDIA COBERTURA COR/2 30,2,6.9
BASE LIQUIDA MEDIA COBERTURA COR/3 30,3,6.9
BASE LIQUIDA MEDIA COBERTURA COR/4 30,3,6.9
BASE LIQUIDA MEDIA COBERTURA COR/5 30,2,6.9
BASE LIQUIDA MEDIA COBERTURA COR/6 30,2,6.9
BASE LIQUIDA MEDIA COBERTURA COR/8 30,3,6.9
BASE LIQUIDA MEDIA COBERTURA COR/9 30,2,6.9
BASE NIINA SECRETS H.GLOW N10 30ML EU,6,57.79
BASILICAO POMADA 25G BELLAPHYTUS,2,15.69
BASTAO ANTIATRITO CORPORAL 15G,3,64.22
BASTAO ANTIOLEOSIDADE FACIAL 15G,2,61.51
BASTONETES TOPZ 75UN,14,2.27
BASTONETES TOPZ 75UN PATRULHA CANINA,45,2.64
BATERIA CR2032 DURACEL LITIO 1 UNID,1,6.47
BATERIA DURACEL ALKALINA 9V 1UN,1,25.03
BATOM LIQUIDO MATTE LUXURY A FACE BEA,27,6.94
BATON 16G AO LEITE,51,1.7
BATON 16G CHOCOLATE BRANCO,34,1.51
BATON 16G MORANGO,1,1.58
BB SERUM VULT 30ML ACIDO HIALURONICO,1,34.23
BB SERUM VULT 30ML V160,1,21.0
BB SERUM VULT 30ML V210,1,21.0
BEDOZE SOL INJ 1ML C/2 AMPOLAS,3,36.32
BELADONA PM 20G LAHAS,2,11.69
"BELARA 2+0,03MG 21CP",2,53.9
BELLA FEMME GEL HIDRATANTE CORPO 300G,2,13.99
BELLA FEMME RIMEL,1,11.99
BELMIRAX 100MG 6CP BELFAR,6,5.41
BELMIRAX SUSP INF 30ML BELFAR,6,5.88
BENALET BOLSO MENTA 4UN,3,3.78
BENALET MEL-LIMAO 12PAST,1,33.74
BENALET MENTA 12PAST,1,32.18
BENEGRIP 12CP,6,23.23
BENEGRIP EV 6DR,7,12.2
BENEGRIP MULTI 240ML FRUTAS VERMELHAS,1,35.46
BENEGRIP MULTI DIA C/12CP,1,0.53
BENEGRIP MULTI NOITE C/12CP,1,22.86
BENERVA 300MG 30CP,1,28.18
BENESTARE 625MG 30CP ASPEN,1,29.24
BENEUM 300MG 30CP TEUTO,3,20.45
BENICAR 20MG 30CP,2,65.59
BENICAR 40MG 30CP,1,46.52
BENICAR ANLO 20/5MG 30CP,2,71.35
BENICAR ANLO 40/5MG 30CP,1,82.33
"BENICAR HCT 20/12,5MG 30CP",2,50.67
"BENICAR HCT 40/12,5MG 30CP",2,86.02
BENICAR HCT 40/25MG 30CP,2,57.72
"BENICAR TRIPLO 20+12,5+5MG 30CP",2,99.58
BENZIN SAB 60G,6,13.74
BENZOATO DE BENZILA 250MG/ML 100ML,11,5.85
BEPANTOL DERMA CR 20G,1,23.1
BEPANTOL DERMA CR 40G,3,44.38
BEPANTOL DERMA HIDRAT CORP 400ML,1,69.43
BEPANTOL DERMA LC HID REST CORPO 200M,1,47.1
BEPANTOL DERMA LC HID REST REGENER 20,2,42.77
"BEPANTOL DERMA PROT LABIAL FPS50 4,5G",1,18.28
"BEPANTOL DERMA REGENERADOR LABIAL 7,5",3,29.33
BEPANTOL DERMA ROSA MOSQUETA 20G,1,23.87
BEPANTOL DERMA SL SPRAY 50ML,2,28.86
BEPANTOL DERMA TOQUE SECO CR 30G,6,25.26
BEPANTOL PM BABY 30G C/15%OFF,11,11.0
BEPANTOL TATTOO CR RESTAURADOR 30G,5,26.57
BEROTEC 100MCG AER 10ML,2,26.72
BESEROL 12CP,3,20.0
"BESIL DE LEVANLODIPINO 2,5 MG 30 CP N",3,20.14
BESIL DE LEVANLODIPINO 5MG 30CP BIOLA,1,51.5
BESIL DE LEVANLODIPINO 5MG 30CP BIOLA,2,26.51
BESIL DE LEVANLODIPINO 5MG 30CP NEO,1,35.0
BESILATO DE ANLODIPINO 10MG 30CP GEOL,4,4.24
BESILATO DE ANLODIPINO 10MG 30CP NEOQ,3,4.61
BESILATO DE ANLODIPINO 5MG 30CP NEO Q,55,1.79
BETA+GENT+TOLNAF+CLIOQ 20G CR G,3,8.51
BETACORTAZOL CR 30G BELFAR,5,21.36
BETADINE 16MG 30CP,2,24.89
BETADINE XR 48MG 30CP,1,67.86
BETASERC 16MG 30CP,1,28.35
BETASERC 24MG 30CP,1,42.64
BETASERC 24MG 60CP,1,77.91
BETATRINTA 5+2MG INJ 1ML,5,19.11
BETINA 16MG 30CP,1,17.15
BETINA 24MG 30CP,1,23.0
BETNOVATE CAPILAR 50G,1,54.41
BETOGENTA CR 30G GEOLAB,7,19.2
BETOGENTA PM 30G GEOLAB,3,8.5
BETRICORT POMADA 30G GEOLAB,5,18.63
BEXAI 35MG 10CP,1,41.75
BHENA 10MG 30CP,1,65.55
BI-PROFENID 150MG 10CP,1,44.68
BICARBONATO DE SODIO 50G FARMAX,1,3.2
BICERTO 150MG C/10 COMP,1,44.36
BICO ANTIVAZAMENTO LICA 0 MESES AZ 13,1,35.69
BICO KUKA BIG SIL ORT N1 (5014),3,13.95
BICO KUKA BIG SIL ORT N2 (5017),2,14.19
BICO KUKA BIG SIL ORT N2 (5019),1,14.19
BICO KUKA SIL ORT N2 (5069),1,10.8
BICO KUKA SILICONE 1UN (5025),3,10.62
BICO KUKA SILICONE BIG 1UN (5005),2,11.83
BICO MAM FLUXO EXTRA RAPIDO(1013),1,35.69
BICO MAM FLUXO EXTRA RAPIDO(1416),3,35.69
BICO MAM FLUXO LENTO N2,1,35.69
BICO MAM FLUXO MEDIO(1216),1,35.69
BICO MAM FLUXO S.RAPI +6M EMB DUP(101,1,35.69
BICO MAM ORTODONTICO(1336),2,19.87
BICO MAM ORTODONTICO(1436),1,19.88
BIFILAC C/30 COMP,1,86.27
BILASTINA G. NEO 20 MG 30 CP,3,39.5
BIMATOPROSTA SL OFT 3MG 3ML GEOLAB,2,28.3
BIO LENT SOFT 350+120ML+ESTO TEUTO,3,24.02
BIO-OIL 200ML,1,76.46
BIO-OIL 60ML NATURAL,1,38.64
BIO-OIL OLEO 125ML,1,64.83
BIOCOLOR DESCOLORANTE PO 50G,12,7.21
BIOFENAC 10MG AER 60G,2,30.64
BIOFENAC 11MG/G GEL 60G,1,14.82
"BIOFENAC DI 46,5MG 10CP",1,11.25
BIOTONICO FONTOURA N 400ML,1,36.1
BIOTONICO FONTOURA UVA 400ML,2,39.39
BIOTTA 25BI DURA CT C/ 10 CAPS,1,74.39
BIOVICERIN C 12 FLAC 5ML,1,46.45
BIOVICERIN C 2 FLAC 5ML,2,9.01
BIOVICERIN C 6 FLAC 5ML,3,27.07
BIOZINC GOTAS 10MG ML 15ML,2,20.01
BIOZINC KIDS SL 75ML,3,31.2
BIS LACTA 20UN AO LEITE,6,5.64
BIS LACTA 20UN CHOCOLATE BRANCO,1,6.44
BIS LACTA 20UN OREO,3,6.44
BIS LACTA XTRA 45G AO LEITE,9,3.21
BISCOITO GAROTO CHOC.TRIO 90G PRESTIG,4,9.71
BISCOITO HANUTA 22G CREME AVELA,3,4.47
BISCOITO OREO 90G,3,2.81
BISCOITO OREO CHOCOLATE 90G,3,2.81
BISCOITO OREO MINI 35G,15,2.58
BISMU-JET TOPICO C/MENTOL 20ML LEGRAN,3,22.42
BISOLVON EX AD 120ML,4,18.14
BISOLVON EX IF 120ML,4,25.25
BISSULF.DE CLOPIDOGREL 75MG 28CP SAND,4,10.66
BISURAN XP AD 120 ML EMS,2,12.47
BISURAN XP INF 120ML EMS,5,9.23
BLANCY TX SAB. CLAREADOR 120ML,1,71.07
BLEPHAGEL GEL 40G,1,114.16
BLINDAGEM VEGANO 20ML LOVELY FACE BEA,3,7.95
BLONDOR CAMOMILA ENVELOPE 20G,102,7.44
BLONDOR CAMOMILA KIT 20G,1,18.1
BLUSH COMPACTO FACE BEAUTIFUL,13,6.95
BODY SPLASH BEAUTYLOO MORANGO 100ML,1,5.95
BODY SPLASH BEAUTYLOO TUTTI FRUTTI 10,1,5.95
BODY SPLASH JUPXT ALEGRIA TROPICAL,2,14.95
BODY SPLASH JUPXT BRISA DO VERAO,1,14.95
BODY SPLASH JUPXT BURGUESINHA,1,14.95
BODY SPLASH JUPXT CRIA DO RIO,2,14.95
BODY SPLASH JUPXT GAROTA CARIOCA,1,14.95
BODY SPLASH JUPXT RITMO DO RIO,2,14.95
BODY SPLASH LOVELY PITAYA 100ML,2,8.99
BODY SPLASH S.L 200ML BELEZA FATAL,2,23.45
BODY SPLASH S.L 200ML FLORES BRILHANT,2,19.69
BODY SPLASH S.L 200ML MISS RADIANTE,2,23.45
BODY SPLASH S.L 200ML PODER PINK,2,23.45
BODY SPLASH S.L 200ML ROSE INTENSE,2,19.69
BODY SPLASH S.L 200ML VERAO ARABE,1,23.45
BODY SPLASH S.L 200ML VIBE POP,3,19.69
BODY SPLASH S.L 200ML VIVA LA VIDA,1,23.45
BODY SPLASH S.L KIDS 200ML BAUNILHA D,2,20.56
BODY SPLASH S.L KIDS 200ML BOB ESPONJ,1,20.56
BODY SPLASH S.L KIDS 200ML MELANCIA,3,20.56
BODY SPLASH S.L KIDS 200ML UVA,1,20.56
BOLSA P/AGUA QUENTE 2LT GD MERCUR,3,40.0
BOLSA P/AGUA QUENTE 500ML PQ MERCUR,5,49.01
BOLSA P/AGUA QUENTE/FRIA 450ML ZEIN,3,9.99
BOLSA SALON LINE GRANDE DIVERSAS,1,9.98
BOLSA TERMICA GEL MERCUR MEDIA,6,9.99
BOM AR ALEGRIA 360ML,2,10.83
BOM AR CHEIRINHO DE TALCO 360ML,2,10.83
BOM AR LAVANDA 360ML,1,10.83
BOMBA TIRA LEITE G-TECH AUTOMATICA,2,126.24
BOMBA TIRA LEITE LEITE MANUAL MAM,1,156.5
BOMBOM SERENATA DE AMOR,21,1.26
BOSTON SIMPLUS MULTIACAO SL 120ML,1,65.72
BOTOX AZURE PROBELLE 150G,2,19.2
BOTOX FORCA SUPER PROBELLE 150G,1,19.2
BRAMICAR 40MG C/30 COMP,1,79.72
BRAMICAR 40MG C/60 COMP,1,102.02
"BRAMICAR HCT 40 12,5MG C/30 COMP",2,58.31
BRAMICAR HCT 80 25MG C/30 COMP,1,86.09
BRASART 160MG 30CP,1,42.53
BRASART 320MG 30CP,1,56.22
BRASART 80MG 30CP,2,41.5
BRASART BCC 160/5MG 30CP,1,93.0
BRASART BCC 160/5MG 60CP,1,168.3
BRASART BCC 320/5MG 30CP,1,96.37
"BRASART HCT 160+12,5MG 30CP",2,79.55
BRASART HCT 160+25MG 30CP,1,55.18
"BRASART HCT 320+12,5MG 30CP",3,51.14
BRASART HCT 320+25MG 30CP,1,91.87
"BRASART HCT 80+12,5MG 30CP",1,47.78
BRAVAN 160MG 30CP,1,40.77
BRAVAN 80MG 30CP,1,35.08
BRAVAN DUO 160+10MG C 30CP,1,53.3
BRAVAN DUO 160MG + 5MG C/30 COMP,1,45.66
BRAVAN DUO 320+5MG 30CP,1,55.53
BRAVAN DUO 80+5MG C 30CP,1,39.83
BRAVAN HCT 160+25MG 30CP,1,37.0
"BRAVAN HCT 80+12,5MG 30CP",1,54.97
BRINCO DELUXE,11,18.0
BRINCO SENSITIVE KIDS VARIADOS,8,20.0
BRINCO SENSITIVE PLUS VARIADOS,5,22.0
BRINCO SENSITIVE VARIADOS,11,20.0
BRINCO STUDEX CLASSIC,56,14.0
BRINCO SUPERMAXXI,11,20.0
BRITENS COL 5ML,1,98.49
BROMAZEPAM 3MG 30CP*BIOSINTETICA,5,14.65
BROMAZEPAM 3MG 30CP*TEUTO MT,9,12.93
BROMAZEPAM 6MG 30CP*TEUTO MT,1,18.23
BROMETO DE IPRATROPIO SL 20ML TEUTO L,2,7.4
BROMIDRATO DE VORTIOXETINA 10MG 30CP,2,60.59
BROMIDRATO DE VORTIOXETINA 5MG 30CP E,2,37.99
BROMOPRIDA 10MG 20CP TEUTO,2,15.28
BROMOPRIDA GT 4MG 20ML TEUTO MLT,2,11.9
BRONDILAT XP AD 120ML,6,44.73
BRONDILAT XP IF 120ML,1,38.03
BRONTEK XPE INF 120 ML GEOLAB,3,14.93
BRUMA FIXADORA JUPXT 100ML,2,6.95
BRUMA ILUMINADORA 100ML FACE BEAUTIFU,3,6.0
BRUMA ILUMINADORA FACIAL&CORPO 100ML,3,6.95
BUCLINA 30CP,4,12.09
BUDESONIDA 32MCG 120DOSES BIOSINTETIC,1,17.53
BUDESONIDA 64MCG 120 DOSES,2,29.51
BUP 150MG 30CP *,1,85.22
BUP XL 150MG 30CP *,3,83.5
BUP XL 150MG 60CP *,1,131.16
BUP XL 300MG 30CP *,1,69.35
BUPIUM XL 150MG 30CP *,1,79.64
BUPROPIONA 150MG 30CP,1,27.25
BUPROVIL 300MG 20CP MULTILAB,3,13.0
BUPROVIL 300MG 30CP MULTILAB,3,17.74
BUPROVIL 600MG 20CP MULTILAB,2,18.9
BUSCODUO 20CP,3,18.23
BUSCOFEM 400MG 10CP,5,27.57
BUSCOFEM 400MG EV 2CP,20,3.85
BUSCOFEM GIRLS 200MG 10CP,2,18.29
BUSCOPAN 20DR,3,22.01
BUSCOPAN COMPOSTO 20DR,7,23.23
BUSCOPAN COMPOSTO GOTAS 20ML,3,24.04
BUSCOPAN GT 20ML,2,23.23
BUSCOPAN PED 10MG ML S ORAL 20ML,2,15.5
BUSONID 32MCG SS NASAL 120D 6ML,6,22.67
BUSONID 400MG 60CL REFIL,1,73.56
BUSONID 50MCG AQUOSA NASAL 120D 6ML,3,32.52
BUSONID 64MCG AQUOSA NASAL 120D,1,35.16
BYE BYE FEVER ADULTO C/2UN,12,9.64
BYE BYE FEVER BEBES C 2UN,17,11.97
BYE BYE FEVER CRIANCA C 2UN,27,8.89
CABO TIPO C P/TIPO C,1,23.12
CALADRYL REPELENTE 100ML,26,13.0
CALAMED AER 150ML CIMED,2,18.29
CALAMED GEL ALOE VERA 120G CIMED,27,12.56
CALCIO 500 CARB.CALCIO 1250MG 60CP,1,18.77
CALCITRAN D3 400MG 30CP,1,29.0
CALCITRAN MDK 30CP,1,45.4
CALCITRAN TRIFLEX 30 COMP,1,62.29
CALCIUM MAX K2 CIT MA 250MG+D3 60CAP,2,52.48
CALCIUM MAXX ARTRO 260MG 60CAP,2,54.69
CALCIUM MAXX MDK 260MG 60CAP,2,54.69
CALDE K2 30CP,1,106.52
CALDE KM 30CP,1,118.07
CALDE MAX 2.000UI C/60 COMP,1,257.75
CALDE MDK 1000UI C30 CP,3,78.23
CALDE MDK 2000UI C30 CP,1,74.68
CALMAN 20CP,2,46.67
CALMAN LQ 100ML,1,53.59
CALTREN 10MG 30CP,1,67.23
CAMOMILINA C 20CAPS,1,37.13
"CANABIDIOL 23,75MG ML",1,135.0
CANDESARTANA CILEXETILA 16MG 30CP BIO,4,33.5
CANDESARTANA CILEXETILA 16MG 30CP SAN,3,83.95
CANDICORT CR 30G,1,35.95
CANDICORT PM 30G,2,35.0
CANDITRAT SS 50ML TEUTO,4,15.78
CANECA KUKA TREINA.DEC.FUN 200ML MENI,1,27.75
CANESTEN CR 20G,2,22.89
CANETA DELINEADORA SOBRANCELHA VULT C,12,29.87
CANFORA UN BRAVIR,71,0.9
CAPITAL SOLEI PUR 3EM1 F70 40G S/COR,1,72.68
CAPITAL SOLEI DAILY F60 COR 40G,1,80.92
CAPITAL SOLEI FPS50 HYDRA-MATTE 30G,1,49.91
CAPITAL SOLEIL F50 COR 4.0 30G,2,50.0
CAPITAL SOLEIL F50 COR 5.0 30G,1,48.41
CAPITAL SOLEIL UV-CLEA 2.0 FPS60,3,66.34
CAPITAL SOLEIL UV-CLEA 4.0 FPS60 40G,3,65.25
CAPITAL SOLEIL UV-CLEA FPS60 40G,6,65.25
CAPITAL SOLEIL UV-PIG 4.0 FPS60 40G,1,66.61
CAPTOPRIL 25MG 30CP EMS,10,2.4
CAPTOPRIL 25MG 30CP MEDLEY MLT,2,6.51
CAPTOPRIL 25MG C/30CP,1,2.64
CAPTOPRIL 50MG 30 CP GLOBO,4,13.3
CARBAMAZEPINA 200MG 30CP*TEUTO,6,13.83
CARBAMAZEPINA 400MG 30CP*TEUTO MT,4,27.73
CARBIDOL 25/250MG 30CP TEUTO,4,40.1
CARBOCISTEINA 20MG 100ML NATIVITA,2,7.61
CARBOCISTEINA 50MG 100ML NATIVITA,3,7.8
CARBOLITIUM 300MG 60CP *,3,49.21
CARBOLITIUM CR 450MG 30CP *,2,61.14
CARBOLITIUM CR 450MG 60CP *,1,42.23
CARGA GILLETTE MACH3 2UN,3,17.17
CARGA GILLETTE MACH3 CARBONO 2UN,1,23.1
CARGA GILLETTE MACH3 CARBONO LV4PG3,2,37.29
CARGA GILLETTE MACH3 REGULAR LV4PG3,2,34.91
CARMED BODY SPLASH FR 200ML LUZ DO SO,6,27.2
CARMED BODY SPLASH FR 200ML NAS NUVEN,4,27.2
CARMED FINI 10G ANA CASTELA SABOR BRI,3,19.42
CARMED FINI BG 10G POM ACAI,4,19.42
CARMED FINI BG 10G POM AMORA CLARO,5,19.42
CARMED FINI BG 10G POM BANANA,6,19.42
CARMED FINI BG 10G POM BEIJOS C COR,11,17.16
CARMED FINI BG 10G POM CEREJA,11,19.0
CARMED FINI BG 10G POM COCA COLA INCO,10,19.42
CARMED FINI BG 10G POM COCA COLA MARR,5,19.42
CARMED FINI BG 10G POM COCA COLA VERM,4,19.42
CARMED FINI BG 10G POM DENTADURA,5,14.9
CARMED FINI BG 10G POM DOCE DE LEITE,6,19.42
CARMED FINI BG 10G POM GLITER 3EM1,9,19.42
CARMED FINI BG 10G POM LEITE CONDENSA,6,19.42
CARMED FINI BG 10G POM SMURFS,4,19.0
